keyword,Title,Review_Count,Rating,Address,Country,City,State,Google_id,Place_id,Latitude,Longitude,Category,Price_Range,Current_Status,Transportation & Travel,Hotels & Hospitality,Public & Government Services,Education,Religious Institutions,Home & Construction Services,Finance & Services,Entertainment & Recreation,Retail & Shopping,Health,Beauty & Wellness,Restaurants,Coffee Shops,Food & Dining,POI Density,Avg Rating - Restaurants,Avg Rating - Coffee Shops,Avg Rating - Food & Dining,Avg Num of Reviewers - Restaurants,Avg Num of Reviewers - Coffee Shops,Avg Num of Reviewers - Food & Dining,Total Num of Reviewers - Food & Dining,Direct Competition - Same Category/POI Density,Indirect Competition - Food & Dining/POI Density,Indirect Competition - Opposite Category/POI Density,Population_Within_1km,Population_Within_2km,Population_Within_3km
Coffee shop,Sip speciality coffee,36.0,4.8,"حي, ECJA7206, 3892 King Fahd Road, Al Sheraa, 7206, Al Khobar 34741, Saudi Arabia",SA,Al Khobar,,0x3e49db006dd9d429:0x892e0ccf8d902569,ChIJKdTZbQDbST4RaSWQjc8MLok,26.1573358,50.1615245,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,5,0,0,15,4,20,20,3.9066666666666654,4.225,3.96,422.6666666666667,155.0,366.4,7328.0,0.2,1.0,0.75,3736,13798,31384
Coffee shop,Coffee Sip,11.0,5.0,"2494 Ghirnatah, Al Rakah Al Janubiyah, 6417, Al Khobar 34227, Saudi Arabia",SA,Al Khobar,,0x3e49e900122594db:0x20b7d5ea151d2440,ChIJ25QlEgDpST4RQCQdFerVtyA,26.3402695,50.1989412,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,8,0,0,14,7,20,20,4.314285714285714,4.328571428571428,4.32,2224.6428571428573,1241.428571428571,1793.85,35877.0,0.35,1.0,0.7,19374,58594,100046
Coffee shop,dr.CAFE COFFEE | Drive Thru,59.0,4.5,"3411 Ibn Abdul Aziz Rd, Al Tahliyah, 6410 King Fahd, Al Khobar 34716, Saudi Arabia",SA,Al Khobar,,0x3e49c5bf8f18fd47:0xeb4d104242847adc,ChIJR_0Yj7_FST4R3HqEQkIQTes,26.1791178,50.1968316,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,3,0,0,6,2,9,9,3.98,4.6,4.2625,64.4,34.5,49.0,392.0,0.2222222222222222,1.0,0.6666666666666666,5863,18359,37476
Coffee shop,Van Houtte Cafe,866.0,4.2,"Bashar Ibn Burd St, Olaya, Al Khobar 34448, Saudi Arabia",SA,Al Khobar,,0x3e49e632b00ce627:0x2fa60b24049c5ede,ChIJJ-YMsDLmST4R3l6cBCQLpi8,26.3004747,50.1722021,cafes,SAR 20–40,,0,0,0,0,0,0,0,0,4,0,0,13,6,20,20,4.3,4.516666666666667,4.355,4290.923076923077,1906.0,4097.6,81952.0,0.3,1.0,0.65,17615,45221,124435
Coffee shop,Dose Cafe,27.0,4.3,"Gharb Al Dhahran, 8396, 3300, Dhahran 34462, Saudi Arabia",SA,Dhahran,,0x3e49e719813e490d:0x88456ef2963ba110,ChIJDUk-gRnnST4REKE7lvJuRYg,26.325568,50.1364224,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,4,0,0,2,2,6,6,4.5,4.35,4.616666666666666,3.0,27.0,12.5,75.0,0.3333333333333333,1.0,0.3333333333333333,5030,23792,59213
Coffee shop,wxyz lounge,106.0,4.1,"853F+VP7، شارع الملك سعودالفرعي، حي العليا, Olaya, Al Khobar 34447, Saudi Arabia",SA,Al Khobar,,0x3e49e62dc184549b:0x73605a53bbfa14cb,ChIJm1SEwS3mST4RyxT6u1NaYHM,26.3046624,50.1742876,coffee shops,SAR 80–100,,0,0,0,0,0,0,0,0,4,0,0,13,7,20,20,4.315384615384615,4.371428571428572,4.335,5065.2307692307695,2657.714285714286,4222.6,84452.0,0.35,1.0,0.65,18683,45025,126194
Coffee shop,Choco Lab Cafe,8.0,3.9,"85GR+2Q5, Al Quds St, Al Jawharah, Al Khobar 34434, Saudi Arabia",SA,Al Khobar,,0x3e49e908bf199677:0x142637dca5479a76,ChIJd5YZvwjpST4RdppHpdw3JhQ,26.3250181,50.1919972,coffee shops,,,0,0,0,0,0,0,0,0,11,0,0,5,15,19,19,4.12,4.416666666666667,4.325,112.4,181.0833333333333,162.6875,2603.0,0.7894736842105263,1.0,0.2631578947368421,15403,48985,106357
Coffee shop,C-view,40.0,3.7,"6647 Al Amir Turki, Alkurnaish, 2153, Al Khobar 34413, Saudi Arabia",SA,Al Khobar,,0x3e49e9b71f1ccd03:0x935368fb10150147,ChIJA80cH7fpST4RRwEVEPtoU5M,26.305296,50.2234959,coffee shops,,,0,0,0,0,0,0,0,0,8,0,0,13,10,20,20,4.3,4.35,4.335,2945.4615384615386,2949.9,2740.75,54815.0,0.5,1.0,0.65,22629,80328,148993
Coffee shop,东方茉蘭Dongfangmolan Molanda Milk Tea & Cafe,94.0,4.1,"Prince Turkey Street, Alkurnaish, Al Khobar 34412, Saudi Arabia",SA,Al Khobar,,0x3e49e900041145e9:0x80e66d84578b3b3e,ChIJ6UURBADpST4RPjuLV4Rt5oA,26.3220834,50.2204093,Tea room,,,0,0,0,0,0,0,0,0,13,0,0,8,12,20,20,4.45,4.341666666666667,4.37,2605.75,1841.75,2090.2,41804.0,0.6,1.0,0.4,14470,34972,89728
Coffee shop,tamala coffee,38.0,4.5,"شارع الدارقطني, Al Sheraa, Al Khobar 34714, Saudi Arabia",SA,Al Khobar,,0x3e49db820c740f49:0x12178173eb88364a,ChIJSQ90DILbST4RSjaI63OBFxI,26.1546823,50.1434883,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,6,0,0,14,4,20,20,4.042857142857143,4.725,4.175,211.28571428571428,79.75,170.3,3406.0,0.2,1.0,0.7,10651,23274,34509
Coffee shop,RATIO Speciality Coffee,320.0,4.4,"King Fahd Road, Al Sheraa, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49e1e331237f87:0xc296c1594eac5698,ChIJh38jMePhST4RmFasTlnBlsI,26.1737086,50.1545362,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,9,0,0,13,8,20,20,4.253846153846154,4.2125,4.235,621.6153846153846,454.5,577.75,11555.0,0.4,1.0,0.65,10185,28002,42456
Coffee shop,قهوة رهم | Raham Coffee,239.0,4.8,"Al Sawari, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49dd007fbc1245:0xab4a2d005c8f7b5c,ChIJRRK8fwDdST4RXHuPXAAtSqs,26.1934239,50.1608853,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,5,0,0,17,4,20,20,4.04375,4.475,4.142105263157895,109.75,138.0,106.52631578947368,2024.0,0.2,1.0,0.85,5774,21867,39809
Coffee shop,اي بلس | A PLUS,241.0,4.3,"الدوح, Al Sawari, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49ddc09be212a1:0xff9ea3be35316f6f,ChIJoRLim8DdST4Rb28xNb6jnv8,26.1867062,50.1596883,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,7,0,0,14,8,20,20,4.0285714285714285,4.275,4.11,250.2142857142857,289.0,276.0,5520.0,0.4,1.0,0.7,9103,23408,41070
Coffee shop,HAT COFFEE,92.0,4.7,"شارع الدارقطني, Al Sheraa, Al Khobar 34742, Saudi Arabia",SA,Al Khobar,,0x3e49db427aa9daf9:0xbd1e53b9ddb22256,ChIJ-dqpekLbST4RViKy3blTHr0,26.1557925,50.1361,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,5,0,0,15,4,20,20,4.08,4.725,4.205,181.2,79.75,154.85,3097.0,0.2,1.0,0.75,8964,19719,33926
Coffee shop,Starbucks,718.0,4.4,"Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e7b36158de8b:0x2ed986034ba7fbb,ChIJi95YYbPnST4Ru3-6NGCY7QI,26.3052517,50.1293103,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,8,0,0,12,6,18,18,4.258333333333334,4.4,4.294444444444444,354.6666666666667,213.5,304.55555555555554,5482.0,0.3333333333333333,1.0,0.6666666666666666,4131,9988,24518
Coffee shop,Shrq Coffee Roasters (Al Mujamma),29.0,4.7,"Al Mujamma, 112 Eastern Ave, Saudi Aramco, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e7b27aed7119:0xef0e006a4141ed71,ChIJGXHterLnST4Rce1BQWoADu8,26.3091534,50.1300481,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,10,7,18,18,4.11,4.228571428571429,4.144444444444444,402.5,186.1428571428572,295.8333333333333,5325.0,0.3888888888888889,1.0,0.5555555555555556,3192,8478,27207
Coffee shop,costa coffee,82.0,4.8,"6XJX+24H, Dhahran 34521, Saudi Arabia",SA,Dhahran,,0x3e361f004ed6f723:0x53fff06b88c8a609,ChIJI_fWTgAfNj4RCabIiGvw_1M,26.2300678,49.9978529,coffee shops,,,0,0,0,0,0,0,0,0,2,0,0,5,1,7,7,3.84,4.8,4.085714285714286,18.2,82.0,30.571428571428573,214.0,0.1428571428571428,1.0,0.7142857142857143,473,1035,6851
Coffee shop,سمرة,3.0,5.0,"543V+CRP, Al Amwaj, Al Khobar 34742, Saudi Arabia",SA,Al Khobar,,0x3e49db00425a0827:0x216d51cbaa31e6b6,ChIJJwhaQgDbST4RtuYxqstRbSE,26.153588,50.1445795,coffee shops,,,0,0,0,0,0,0,0,0,6,0,0,14,4,20,20,4.035714285714286,4.725,4.17,212.2142857142857,79.75,170.95,3419.0,0.2,1.0,0.7,10797,21747,33430
Coffee shop,شاي علوش,9.0,4.9,"2688 طريق الملك عبدالعزيز, 8097, Dhahran 34521, Saudi Arabia",SA,Dhahran,,0x3e361f0014adf659:0x146f2900991b45e1,ChIJWfatFAAfNj4R4UUbmQApbxQ,26.241,49.9980278,coffee shops,,,0,0,0,0,0,0,0,0,3,0,0,2,2,5,5,4.85,3.5,4.26,9.5,8.0,15.2,76.0,0.4,1.0,0.4,690,1242,8231
Coffee shop,Shrq Coffee Roasters (Al Azizia),883.0,4.5,"اسواق المزرعة، نصف القمر، العزيزية، الصواري، الخبر 34724،،, Al Khobar 31952, Saudi Arabia",SA,Al Khobar,,0x3e49ddd12fe74459:0xd68c05fcac0fd05,ChIJWUTnL9HdST4RBf3Ayl_AaA0,26.1774132,50.1578913,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,8,0,0,13,7,20,20,4.2384615384615385,4.228571428571429,4.235,611.7692307692307,522.5714285714286,580.55,11611.0,0.35,1.0,0.65,8663,25383,44172
Coffee shop,KYAN,114.0,4.1,"5W9F+5Q5، 5W9F+4J7،،, Dammam 34354،, Saudi Arabia",SA,Dammam,,0x3e3623262c98a315:0x7ecb9b311db04e09,ChIJFaOYLCYjNj4RCU6wHTGby34,26.1678901,49.9244942,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,11,10,20,20,4.11,3.79,3.931578947368421,229.3,68.9,156.10526315789474,2966.0,0.5,1.0,0.55,0,0,0
Coffee shop,Starbucks,12.0,3.9,"846M+C37, Dhahran Blvd, Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e78670718e7d:0xaa9dce6afc01c919,ChIJfY5xcIbnST4RGckB_GrOnao,26.3110296,50.1326698,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,9,0,0,10,7,18,18,4.11,4.228571428571429,4.144444444444444,402.5,186.1428571428572,295.8333333333333,5325.0,0.3888888888888889,1.0,0.5555555555555556,3208,8906,32135
Coffee shop,Barn's | بارنز,16.0,4.3,"Sasco Station, Ahsa Road, Dammam 34367, Saudi Arabia",SA,Dammam,,0x3e3623e8f0254c75:0xa2f27c7d6f96fb7d,ChIJdUwl8OgjNj4RffuWb3188qI,26.1721437,49.9294475,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,11,10,20,20,4.11,3.79,3.931578947368421,229.3,68.9,156.10526315789474,2966.0,0.5,1.0,0.55,0,0,0
Coffee shop,Shrq Coffee Roaster (King’s Park),203.0,4.4,"Ibis Avenue, Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e7098a280945:0x492c09150d1cc36f,ChIJRQkoignnST4Rb8McDRUJLEk,26.3049304,50.1302831,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,8,0,0,12,6,18,18,4.258333333333334,4.4,4.294444444444444,354.6666666666667,213.5,304.55555555555554,5482.0,0.3333333333333333,1.0,0.6666666666666666,4213,10292,24269
Coffee shop,McCafe,19.0,4.4,"Al Sheraa, Al Khobar 34741, Saudi Arabia",SA,Al Khobar,,0x3e49db464ae4fa23:0xcc31a61702636d6,ChIJI_rkSkbbST4R1jYmcGEawww,26.154745,50.161409,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,5,0,0,15,4,20,20,3.9066666666666654,4.225,3.96,422.6666666666667,155.0,366.4,7328.0,0.2,1.0,0.75,3114,12281,29668
Coffee shop,ايت اوز-8Oz Coffee,318.0,4.1,"ECJA6652 ربيعة بن السكن، 3894, Al Sheraa, Al Khobar 34741, Saudi Arabia",SA,Al Khobar,,0x3e49db3b81912777:0x79afe5949ab95644,ChIJdyeRgTvbST4RRFa5mpTlr3k,26.1520983,50.1613103,coffee shops,,,0,0,0,0,0,0,0,0,6,0,0,14,5,20,20,3.928571428571429,4.3,4.01,450.2142857142857,187.4,380.4,7608.0,0.25,1.0,0.7,2529,11508,28018
Coffee shop,Road Café | قهوة الطريق,105.0,4.2,"Cooperative Council Rd, Dhahran 34489, Saudi Arabia",SA,Dhahran,,0x3e49e175642d62f1:0xb915c23ac32457e9,ChIJ8WItZHXhST4R6VckwzrCFbk,26.2840822,50.0603135,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,1,0,0,4,1,5,5,3.925,4.2,3.98,113.25,105.0,111.6,558.0,0.2,1.0,0.8,69,3349,5916
Coffee shop,Shrq Coffee Roaster (Jebel Heights),267.0,4.3,"7460, 4508, Dhahran 34473, Saudi Arabia",SA,Dhahran,,0x3e49e16c63a3f66f:0xb8f8d13d4138a8be,ChIJb_ajY2zhST4Rvqg4QT3R-Lg,26.2899114,50.1008353,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,2,0,0,5,2,7,7,4.1,4.5,4.214285714285714,64.0,145.0,87.14285714285714,610.0,0.2857142857142857,1.0,0.7142857142857143,5935,9606,10276
Coffee shop,Road Café | قهوة الطريق,45.0,4.2,"5WCH+XV, Dhahran 34367, Saudi Arabia",SA,Dhahran,,0x3e36233f49a74b7d:0x3dceeeda30408fc4,ChIJfUunST8jNj4RxI9AMNruzj0,26.1723796,49.9296423,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,11,10,20,20,4.11,3.79,3.931578947368421,229.3,68.9,156.10526315789474,2966.0,0.5,1.0,0.55,0,0,0
Coffee shop,Mr. Tea,493.0,4.4,"3373 المغيره بن شعبه، حي الصواري، ECDD6679، 6679, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49dd9a38a1ef35:0xd6d5e746e4d635fe,ChIJNe-hOJrdST4R_jXW5Ebn1dY,26.1783755,50.1578326,coffee shops,SAR 1–40,,0,0,0,0,0,0,0,0,8,0,0,13,7,20,20,4.2384615384615385,4.228571428571429,4.235,611.7692307692307,522.5714285714286,580.55,11611.0,0.35,1.0,0.65,8196,25830,44076
Coffee shop,Dose Cafe,1.0,3.0,"75M2+F5V, King Abdel Aziz Air Base, Dhahran 34641, Saudi Arabia",SA,Dhahran,,0x3e49e734a0285c65:0xd63dfab3d1ea38d4,ChIJZVwooDTnST4R1Djq0bP6PdY,26.2836875,50.1504375,coffee shops,,,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,,3.5666666666666664,3.5666666666666664,,5.0,5.0,15.0,1.0,1.0,0.0,2768,11146,23520
Coffee shop,قهوة عمق UMQ Coffee,154.0,4.6,"738C+56M, Dhahran 34512, Saudi Arabia",SA,Dhahran,,0x3e49e10032a96df9:0x96a2769db01ff866,ChIJ-W2pMgDhST4RZvgfsJ12opY,26.2655075,50.0711872,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,12,0,0,11,6,20,20,4.309090909090909,4.483333333333333,4.455,123.8181818181818,87.16666666666667,87.2,1744.0,0.3,1.0,0.55,6172,8016,8183
Coffee shop,أؤطنة,15.0,5.0,"543V+FPF حي، شارع الدارقطني, Al Amwaj, Al Khobar 34742, Saudi Arabia",SA,Al Khobar,,0x3e49db0025d27e8b:0xf10b2cdda68eac62,ChIJi37SJQDbST4RYqyOpt0sC_E,26.1537392,50.1443162,coffee shops,,,0,0,0,0,0,0,0,0,6,0,0,14,4,20,20,4.042857142857143,4.725,4.175,211.28571428571428,79.75,170.3,3406.0,0.2,1.0,0.7,11226,22889,33430
Coffee shop,مؤسسة أوقات شرق التجارية,18.0,4.7,"Al Sawari, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49ddf619e585ad:0xa5e44e8342e2c84b,ChIJrYXlGfbdST4RS8jiQoNO5KU,26.1876015,50.160091,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,5,0,0,14,8,20,20,4.042857142857143,4.1375,4.065,225.28571428571428,151.625,203.6,4072.0,0.4,1.0,0.7,8344,23193,40321
Coffee shop,Cafe bonjour,,,"محطة سهل, 3210 طريق الملك عبدالعزيز, 8655, Dhahran 34516, Saudi Arabia",SA,Dhahran,,0x3e49e10029916929:0xd4cb1c90482f5922,ChIJKWmRKQDhST4RIlkvSJAcy9Q,26.26937,50.0188251,coffee shops,,,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,,3.9,3.9,,103.0,103.0,103.0,1.0,1.0,0.0,76,91,1336
Coffee shop,Dunkin' - دانكن,103.0,3.9,"Dhahran 34516, Saudi Arabia",SA,Dhahran,,0x3e49e151b42d7825:0xf2929f927b48f64e,ChIJJXgttFHhST4RTvZIe5KfkvI,26.2693125,50.0189375,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,,3.9,3.9,,103.0,103.0,103.0,1.0,1.0,0.0,76,91,1375
Coffee shop,Scratch,2.0,5.0,"3767 37 جامعة الملك فهد للبترول, KFUPM, EKPA6743، 6743, Dhahran 34463, Saudi Arabia",SA,Dhahran,,0x3e49e700664c86eb:0x2c33156800dfbede,ChIJ64ZMZgDnST4R3r7fAGgVMyw,26.3107239,50.1413789,coffee shops,,,0,0,0,0,0,0,0,0,6,0,0,13,8,20,20,3.8333333333333335,4.125,3.926315789473685,183.66666666666663,68.0,138.05263157894737,2623.0,0.4,1.0,0.65,3569,15521,39691
Coffee shop,Dunkin' - دانكن,1947.0,4.0,"50 Street, Dhahran 34811, Saudi Arabia",SA,Dhahran,,0x3e49dffa0ba91f1f:0x3b3f1411bd16f738,ChIJHx-pC_rfST4ROPcWvREUPzs,26.202072,50.025075,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,3,0,0,8,4,12,12,3.675,4.1,3.8166666666666655,311.0,939.25,520.4166666666666,6245.0,0.3333333333333333,1.0,0.6666666666666666,34,34,109
Coffee shop,Dose Cafe,,,"حي غرب الظهران, 4555 201 غرب الظهران, EKPA4555، 8310, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e700597bfcd9:0xf07cbc1dacae898a,ChIJ2fx7WQDnST4RiomurB28fPA,26.311174,50.1322397,coffee shops,,,0,0,0,0,0,0,0,0,9,0,0,10,7,18,18,4.11,4.228571428571429,4.144444444444444,402.5,186.1428571428572,295.8333333333333,5325.0,0.3888888888888889,1.0,0.5555555555555556,3097,8663,31749
Coffee shop,Dunkin - دانكن,184.0,4.3,"Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e6baaa3e61a9:0x1b76a83bd93715fe,ChIJqWE-qrrmST4R_hU32Tuodhs,26.30914,50.128802,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,9,0,0,10,7,18,18,4.11,4.2,4.133333333333334,402.5,183.57142857142856,294.8333333333333,5307.0,0.3888888888888889,1.0,0.5555555555555556,3056,8576,26857
Coffee shop,VARDØ ڤاردو,2.0,4.0,"847H+278, Gharb Al Dhahran, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e700424698bd:0x44956013f228e45c,ChIJvZhGQgDnST4RXOQo8hNglUQ,26.3125461,50.1281986,coffee shops,,,0,0,0,0,0,0,0,0,9,0,0,10,7,18,18,4.11,4.2,4.133333333333334,402.5,183.57142857142856,294.8333333333333,5307.0,0.3888888888888889,1.0,0.5555555555555556,1989,6435,26434
Coffee shop,Caffe Vergnano 1882 (KIOSK),,,"حي غرب الظهران, 8016 192 غرب الظهران, EKPA8016، 3867, Dhahran 34466, Saudi Arabia",SA,Dhahran,,0x3e49e7001b68985d:0xb3873f4fd4278229,ChIJXZhoGwDnST4RKYIn1E8_h7M,26.308616,50.1251857,coffee shops,,,0,0,0,0,0,0,0,0,7,0,0,13,5,19,19,4.123076923076924,4.36,4.189473684210526,319.6923076923077,227.6,282.3157894736842,5364.0,0.2631578947368421,1.0,0.6842105263157895,2103,7388,22837
Coffee shop,القهوة المثالية,13.0,3.8,"5WCH+XV, Dhahran 34367, Saudi Arabia",SA,Dhahran,,0x3e36230022b86f9f:0xf44780530c9ea8f0,ChIJn2-4IgAjNj4R8KieDFOAR_Q,26.1723059,49.9295552,coffee shops,SAR 40–60,,0,0,0,0,0,0,0,0,9,0,0,11,10,20,20,4.11,3.79,3.931578947368421,229.3,68.9,156.10526315789474,2966.0,0.5,1.0,0.55,0,0,0
Coffee shop,Tatima Cafe,43.0,4.8,"شارع مسعود بن سنان, Al Amwaj, Al Khobar 34752, Saudi Arabia",SA,Al Khobar,,0x3e49db0037b5014b:0xa964001eb85bfd1b,ChIJSwG1NwDbST4RG_1buB4AZKk,26.1450378,50.1367478,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,5.0,4.8,4.9,3.0,43.0,23.0,46.0,0.5,1.0,0.5,4533,16546,28484
Coffee shop,Blue stars,13.0,2.7,"75M2+P66, King Abdel Aziz Air Base, Dhahran 34641, Saudi Arabia",SA,Dhahran,,0x3e49e70030b196bd:0x8b9147f7442ee0b4,ChIJvZaxMADnST4RtOAuRPdHkYs,26.2842924,50.1505135,coffee shops,,,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,,3.5666666666666664,3.5666666666666664,,5.0,5.0,15.0,1.0,1.0,0.0,2768,11321,23804
Coffee shop,بلو سكاي,16.0,3.4,"623G+7C9، شارع مكة المكرمة،, Dhahran 34811،, Saudi Arabia",SA,Dhahran,,0x3e49dfebfcf573ad:0xa8ecde76bce27a2a,ChIJrXP1_OvfST4RKnrivHbe7Kg,26.2031514,50.0261225,coffee shops,,,0,0,0,0,0,0,0,0,3,0,0,8,4,12,12,3.675,4.1,3.8166666666666655,311.0,939.25,520.4166666666666,6245.0,0.3333333333333333,1.0,0.6666666666666666,34,34,109
Coffee shop,MonMisu Cafe,5.0,4.8,"غيلان بن عقبة، 2542،, حي العليا،, EKJA7263، 7263, Al Khobar 34448, Saudi Arabia",SA,Al Khobar,,0x3e49e72927afb7ef:0xcb7174a1a1ff22e5,ChIJ77evJynnST4R5SL_oaF0ccs,26.2997666,50.1704469,coffee shops,,,0,0,0,0,0,0,0,0,3,0,0,14,5,20,20,4.385714285714285,4.58,4.42,2174.6428571428573,2056.4,2773.05,55461.0,0.25,1.0,0.7,16164,40999,111097
Coffee shop,Joffrey's جوفريز,4.0,4.0,"Gharb Al Dhahran, 6130 Aramco Building 9108, Dhahran Saudi Arabia",SA,Dhahran,,0x3e49e72133b2b049:0x732693aae58c93d,ChIJSbCyMyHnST4RPclYrjppMgc,26.3139393,50.1215358,coffee shops,,,0,0,0,0,0,0,0,0,9,0,0,11,6,19,19,3.89090909090909,4.44,4.094444444444445,221.8181818181818,40.0,150.66666666666666,2712.0,0.3157894736842105,1.0,0.5789473684210527,585,4807,21042
Coffee shop,مراميه,3.0,5.0,"8352, 3913, Dhahran 34466, Saudi Arabia",SA,Dhahran,,0x3e49e700140c85b7:0xab35889f6fb40e21,ChIJt4UMFADnST4RIQ60b5-INas,26.312155,50.125901,coffee shops,,,0,0,0,0,0,0,0,0,8,0,0,12,5,19,19,4.066666666666666,4.36,4.152631578947369,326.5833333333333,227.6,272.57894736842104,5179.0,0.2631578947368421,1.0,0.631578947368421,1408,5699,24070
Coffee shop,فلافي كيك وقهوة (وايتي كيك Whitey fluffy),108.0,4.9,"شارع الدارقطني, Al Amwaj, Al Khobar 34742, Saudi Arabia",SA,Al Khobar,,0x3e49db006e16ffab:0x2f310ce60eaec0ed,ChIJq_8WbgDbST4R7cCuDuYMMS8,26.1535448,50.1444778,متجر القهوة,SAR 20–40,,0,0,0,0,0,0,0,0,6,0,0,14,4,20,20,4.035714285714286,4.725,4.17,212.2142857142857,79.75,170.95,3419.0,0.2,1.0,0.7,10797,21747,33875
Coffee shop,Faculty Lounge,4.0,3.8,"Faculty & Staff Center, KFUPM, Dhahran 34463, Saudi Arabia",SA,Dhahran,,0x3e49e7c8025e001f:0x97072503d56d25a3,ChIJHwBeAsjnST4RoyVt1QMlB5c,26.3066893,50.1445797,coffee shops,,,0,0,0,0,0,0,0,0,6,0,0,13,8,20,20,3.807692307692308,4.275,3.965,424.84615384615387,71.25,298.4,5968.0,0.4,1.0,0.65,4300,16709,39973
Coffee shop,المذاق السعودي للشاي والقهوة,9.0,4.6,"53R5+759, Dhahran 34737, Saudi Arabia",SA,Dhahran,,0x3e49df0001d7be4b:0x7140b06eeae82711,ChIJS77XAQDfST4RESfo6m6wQHE,26.1906694,50.057983,coffee shops,SAR 1–20,,0,0,0,0,0,0,0,0,5,0,0,3,6,9,9,4.3,4.24,4.257142857142857,45.0,34.0,37.142857142857146,260.0,0.6666666666666666,1.0,0.3333333333333333,0,96,96
Coffee shop,Joffrey's جوفريز,,,"Building 9157, 9157 Dhahran Blvd, Saudi Aramco, Dhahran 34465, Saudi Arabia",SA,Dhahran,,0x3e49e77854fbb229:0x8056cbed7cd99399,ChIJKbL7VHjnST4RmZPZfO3LVoA,26.3132072,50.1285072,coffee shops,,,0,0,0,0,0,0,0,0,10,0,0,9,8,18,18,4.122222222222223,4.2,4.144444444444444,293.77777777777777,163.375,219.3333333333333,3948.0,0.4444444444444444,1.0,0.5,1518,6435,26971
Coffee shop,Jumanah Cafe,13.0,4.2,"3083 King Saud Bin Abdulaziz Rd, Olaya, 8040, Al Khobar 34447, Saudi Arabia",SA,Al Khobar,,0x3e49e77cbf1082b1:0x83846727de5a4fb0,ChIJsYIQv3znST4RsE9a3idnhIM,26.3067692,50.1758887,coffee shops,SAR 20–40,,0,0,0,0,0,0,0,0,3,0,0,14,6,20,20,4.314285714285714,4.433333333333334,4.35,4718.714285714285,1817.5,3848.35,76967.0,0.3,1.0,0.7,15994,48964,128538
Coffee shop,كافية منتجع شاطئ النخيل,17.0,4.1,"Dhahran 34811, Saudi Arabia",SA,Dhahran,,0x3e49dfc00db2c141:0x3affc39d24019d0a,ChIJQcGyDcDfST4RCp0BJJ3D_zo,26.1891875,50.0206875,coffee shops,SAR 200+,,0,0,0,0,0,0,0,0,2,0,0,2,2,4,4,3.6,4.05,3.825,173.0,72.0,122.5,490.0,0.5,1.0,0.5,0,34,82
