keyword,Title,Review_Count,Rating,Address,Country,City,State,Google_id,Place_id,Latitude,Longitude,Category,Price_Range,Current_Status,general_category,Religious Institutions,Health,Restaurants,Public & Government Services,Coffee Shops,Entertainment & Recreation,Transportation & Travel,Finance & Services,Retail & Shopping,Food & Dining,Home & Construction Services,Beauty & Wellness,Hotels & Hospitality,Education,POI Density,Avg Rating - Restaurants,Avg Rating - Food & Dining,Avg Rating - Coffee Shops,Avg Num of Reviewers - Restaurants,Avg Num of Reviewers - Food & Dining,Avg Num of Reviewers - Coffee Shops
Hamburgini,Hamburgini هامبرغيني - Olaya,692.0,3.9,"Bashar Ibn Burd St, Olaya, Al Khobar 34447, Saudi Arabia",SA,Al Khobar,,0x3e49e7e9d81ba519:0xe96dbbe395536d59,ChIJGaUb2OnnST4RWW1TleO7bek,26.2997155,50.1747248,مطعم همبرغر,SAR 20–40,,1,0,0,12,0,7,0,0,0,4,20,0,0,0,0,20,4.3500000000000005,4.3950000000000005,4.514285714285714,4492.833333333333,4025.2,1697.4285714285713
Hamburgini,Hamburgini هامبرغيني - Al Faisaliyah,526.0,3.6,"Al Faisaliyah, Dammam 32272, Saudi Arabia",SA,Dammam,,0x3e49fd8120147b95:0x8feb05c0f96324ee,ChIJlXsUIIH9ST4R7iRj-cAF648,26.4037429,50.0570986,مطعم همبرغر,$$,,1,0,0,17,0,2,0,0,0,3,20,0,0,0,0,20,4.0588235294117645,4.09,4.3,3743.4117647058824,3339.1,669.0
Hamburgini,Hamburgini هامبرغيني - Al Qusur,308.0,3.9,"Prince Mohammed Bin Fahd Branch Rd, Al Qusur, Dhahran 34257, Saudi Arabia",SA,Dhahran,,0x3e49e5edb1a2d739:0x8cda5bb3a77ea816,ChIJOdeise3lST4RFqh-p7Nb2ow,26.3483662,50.1431921,مطعم همبرغر,SAR 20–40,,1,0,0,13,0,6,0,0,0,8,20,0,0,0,0,20,4.161538461538461,4.145,4.316666666666666,2092.3846153846152,1709.05,907.8333333333334
Hamburgini,Hamburgini هامبرغيني - Al Buhayrah,276.0,3.8,"العزيزية، الدمام 32424, Dammam 32424, Saudi Arabia",SA,Dammam,,0x3e49fd4e90cc3c31:0xe20aee68cda424f3,ChIJMTzMkE79ST4R8ySkzWjuCuI,26.4618582,50.0679648,مطعم همبرغر,SAR 20–40,,1,0,0,15,0,6,0,0,0,7,20,0,0,0,0,20,4.22,4.245,4.433333333333334,1251.8666666666666,1573.6,1565.0
Maestro Pizza,Maestro Pizza,652.0,3.8,"شارع أبو بكر الصديق، الندى،, Dammam Saudi Arabia",SA,Dammam,,0x3e49e317e1fbfc81:0x986bac66b3a5b764,ChIJgfz74RfjST4RZLels2asa5g,26.364731,50.071225,restaurants,$$,,1,0,0,15,0,6,0,0,0,4,20,0,0,0,0,20,4.113333333333333,4.145,4.25,2781.133333333333,2304.2,910.3333333333334
Maestro Pizza,Maestro Pizza,86.0,4.4,"7412 Prince Turkey Street, Al Khobar Al Shamalia, 3789، Al Khobar 34427, Al Khobar 34714, Saudi Arabia",SA,Al Khobar,,0x3e49c357c6629fdf:0xfbadf1838ae339b4,ChIJ359ixlfDST4RtDnjioPxrfs,26.291708,50.219992,restaurants,$$,,1,0,0,13,0,6,0,0,0,6,20,0,0,0,0,20,4.3,4.369999999999999,4.516666666666667,5786.0,4404.9,1881.1666666666667
Maestro Pizza,Maestro,29.0,4.3,"الرابع، 3776, Al Khobar Al Shamalia, EKDC7346، 7346, Al Khobar 34427, Saudi Arabia",SA,Al Khobar,,0x3e49e900343c8463:0xbb86bbc2010add6b,ChIJY4Q8NADpST4Ra90KAcK7hrs,26.2912015,50.2198849,restaurants,SAR 20–40,,1,0,0,13,0,6,0,0,0,6,20,0,0,0,0,20,4.292307692307692,4.365,4.516666666666667,5637.7692307692305,4308.55,1881.1666666666667
Maestro Pizza,Maestro Pizza,1100.0,4.2,"شارع الملك سعود،، النور،, Dammam Saudi Arabia",SA,Dammam,,0x3e49fd915362ee2d:0xc14250d0c0700f18,ChIJLe5iU5H9ST4RGA9wwNBQQsE,26.4264648,50.035341,restaurants,SAR 20–40,,1,0,0,15,0,5,0,0,0,6,20,0,0,0,0,20,4.06,4.045,4.02,1000.0666666666667,884.2,488.4
Maestro Pizza,Maestro Pizza,745.0,4.2,"King Faisal Ibn Abd Al Aziz, Al Yarmouk, Al Khobar 34423, Saudi Arabia",SA,Al Khobar,,0x3e49e856590a8a93:0x40cf18bdd8271591,ChIJk4oKWVboST4RkRUn2L0Yz0A,26.3126874,50.2175614,restaurants,SAR 20–40,,1,0,0,12,0,10,0,0,0,10,20,0,0,0,0,20,4.275,4.325,4.37,1954.25,2399.15,2691.8
Maestro Pizza,Maestro Pizza,2231.0,4.1,"شارع الأمير حمود،, مدينة العمال،, Al Khobar 34441, Saudi Arabia",SA,Al Khobar,,0x3e49e867cac9905d:0x91686a91d5e135ae,ChIJXZDJymfoST4RrjXh1ZFqaJE,26.298505,50.2007879,restaurants,SAR 20–40,,1,0,0,11,0,6,0,0,0,5,19,0,0,0,0,19,4.163636363636363,4.3,4.533333333333333,3407.090909090909,2713.4736842105262,1614.5
Maestro Pizza,Maestro Pizza,45.0,4.6,"Al Athir, Dammam 32248, Saudi Arabia",SA,Dammam,,0x3e49fd95c3bf8be9:0x6afc8b9570ee0fd4,ChIJ6Yu_w5X9ST4R1A_ucJWL_Go,26.4295853,50.0662152,restaurants,SAR 20–40,,1,0,0,15,0,3,0,0,0,6,20,0,0,0,0,20,4.126666666666667,4.12,4.066666666666666,876.2666666666667,1078.95,532.0
Maestro Pizza,Maestro Pizza,1016.0,4.4,"الشاطئ الغربي،, Dammam 32415, Saudi Arabia",SA,Dammam,,0x3e49fb9433deed5b:0x183c172a6a7ff064,ChIJW-3eM5T7ST4RZPB_aioXPBg,26.4554153,50.1189456,restaurants,SAR 20–40,,1,0,0,14,0,5,0,0,0,6,20,0,0,0,0,20,4.2,4.18,4.1,4009.9285714285716,3258.8,1579.4
Maestro Pizza,Maestro Pizza,736.0,4.0,"Abdullah Ibn Al Abbas St, Al Dawhah Al Janubiyah, Dhahran 34452, Saudi Arabia",SA,Dhahran,,0x3e49e66e4f57ce2b:0xbde162e78edf9f94,ChIJK85XT27mST4RlJ_fjudi4b0,26.3224412,50.1555055,restaurants,$$,,1,0,0,20,0,0,0,0,0,0,20,0,0,0,0,20,4.02,4.02,,1220.65,1220.65,
Maestro Pizza,Maestro Pizza,1169.0,4.0,"طريق الخليج، العزيزية،, Dammam Saudi Arabia",SA,Dammam,,0x3e49fc282aaf9211:0x76e071261a3fac8f,ChIJEZKvKij8ST4Rj6w_GiZx4HY,26.4618607,50.0672843,restaurants,SAR 20–40,,1,0,0,15,0,6,0,0,0,7,20,0,0,0,0,20,4.22,4.245,4.433333333333334,1251.8666666666666,1573.6,1565.0
Maestro Pizza,Maestro Pizza,999.0,4.0,طريق الملك خالد، التحلية، الخبر 8526 Saudi Arabia,SA,Al Khobar,,0x3e49c350777a62e7:0xf85ea0df616106c0,ChIJ52J6d1DDST4RwAZhYd-gXvg,26.1966226,50.1932957,restaurants,SAR 20–40,,1,0,0,15,0,5,0,0,0,4,20,0,0,0,0,20,3.933333333333333,4.015,4.26,1577.8666666666666,1463.35,1119.8
Maestro Pizza,Maestro Pizza,601.0,4.0,Fatimah AZ Zahra St 32236 Saudi Arabia,SA,Dammam,,0x3e49fb4774cd5929:0x9624262c70fabfaa,ChIJKVnNdEf7ST4Rqr_6cCwmJJY,26.4132933,50.1201025,restaurants,SAR 20–40,,1,0,0,17,0,1,0,0,0,5,20,0,0,0,0,20,4.188235294117647,4.21,4.5,2080.294117647059,1928.1,506.0
Maestro Pizza,Maestro Pizza,927.0,4.1,"الشارع العشرين، الثقبة، الخبر 3323, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e803d3b792bb:0xe615563f471f43cd,ChIJu5K30wPoST4RzUMfRz9WFeY,26.2688916,50.1893525,restaurants,SAR 20–40,,1,0,0,18,0,1,0,0,0,2,20,0,0,0,0,20,3.9722222222222223,3.985,4.1,2095.222222222222,1974.75,1346.0
Maestro Pizza,Maestro Pizza,568.0,4.0,"King Fahd Road, Al Rakah Ash Shamaliyah, Dammam 34225, Saudi Arabia",SA,Dammam,,0x3e49ef5c014228bb:0x1c48f3ed7e60d74,ChIJuyhCAVzvST4RdA3m1z6PxAE,26.3599615,50.1893631,restaurants,$$,,1,0,0,16,0,5,0,0,0,2,20,0,0,0,0,20,3.99375,4.0600000000000005,4.279999999999999,1186.0,1153.3,905.2
Maestro Pizza,Maestro Pizza,1034.0,3.9,"شارع أبو بكر الصديق، المنار،, Dammam Saudi Arabia",SA,Dammam,,0x3e49fd15be91bca7:0xd41df5974883b08f,ChIJp7yRvhX9ST4Rj7CDSJf1HdQ,26.3961983,50.0427035,restaurants,SAR 20–40,,1,0,0,16,0,4,0,0,0,2,20,0,0,0,0,20,4.15,4.175,4.35,2914.3125,2499.05,2225.75
Maestro Pizza,Maestro Pizza,791.0,3.9,"طريق الملك عبدالله، حي الروضة، الهفوف‎, Dammam Saudi Arabia",SA,Dammam,,0x3e379157bcb86dc3:0xb6e9bb58744dfe11,ChIJw224vFeRNz4REf5NdFi76bY,26.4094413,50.1098284,restaurants,SAR 20–40,,1,0,0,14,0,6,0,0,0,5,20,0,1,0,0,20,4.221428571428572,4.3,4.45,2675.5,2066.9,724.6666666666666
Maestro Pizza,Maestro Pizza,506.0,4.1,"Prince Mohammed Bin Fahd Branch Rd, Al Qusur, Dhahran 34245, Saudi Arabia",SA,Dhahran,,0x3e49e5cabc500467:0xbc571578392c38a7,ChIJZwRQvMrlST4RpzgsOXgVV7w,26.3483353,50.1432817,restaurants,$$,,1,0,0,13,0,6,0,0,0,8,20,0,0,0,0,20,4.161538461538461,4.145,4.316666666666666,2092.3846153846152,1709.05,907.8333333333334
Maestro Pizza,Maestro Pizza,215.0,3.9,"Ash Sharq, Dammam 32324, Saudi Arabia",SA,Dammam,,0x3e360321c163fcb7:0x6e8218697c5c1dd1,ChIJt_xjwSEDNj4R0R1cfGkYgm4,26.3721634,49.9704193,restaurants,$$,,1,0,0,10,0,5,0,0,0,7,18,0,0,0,0,18,3.99,4.061111111111111,4.279999999999999,226.4,185.66666666666666,190.4
Maestro Pizza,Maestro Pizza,21.0,4.1,"Ar Rayyan, Dammam 32256, Saudi Arabia",SA,Dammam,,0x3e49fdef7eb6340d:0xfc34935ac40e5afd,ChIJDTS2fu_9ST4R_VoOxFqTNPw,26.403088,50.1005605,restaurants,SAR 80–100,,1,0,0,10,0,8,1,0,0,7,20,0,0,0,0,20,4.25,4.305,4.375,1374.9,1270.15,880.625
Maestro Pizza,Maestro Pizza,185.0,3.9,"13 (B) St, Al Badiyah, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fd5fa9fa0c1f:0xc23adc6b85ed6264,ChIJHwz6qV_9ST4RZGLthWvcOsI,26.4226447,50.0915078,restaurants,$$,,1,0,0,14,0,5,1,0,0,4,20,0,0,0,0,20,4.135714285714285,4.1850000000000005,4.32,1435.7142857142858,1178.4,591.8
Maestro Pizza,Maestro Pizza,136.0,4.0,"7797 شارع قطب الدين الشافعي, Village2, Dammam 34273, Saudi Arabia",SA,Dammam,,0x3e49e37e1dddad47:0xd0f8a66a288274a1,ChIJR63dHX7jST4RoXSCKGqm-NA,26.349516,50.0513865,restaurants,SAR 20–40,,1,0,0,12,0,7,0,0,0,8,20,0,0,0,0,20,3.883333333333333,4.04,4.242857142857143,932.0833333333334,705.8,514.1428571428571
Maestro Pizza,Maestro Pizza,130.0,3.4,"Al Sawari, Al Khobar 34724, Saudi Arabia",SA,Al Khobar,,0x3e49dd6e6ebb89cd:0xe53f21e49e190529,ChIJzYm7bm7dST4RKQUZnuQhP-U,26.1789852,50.1638957,restaurants,SAR 20–40,,1,0,0,14,0,7,0,0,0,7,20,0,0,0,0,20,4.178571428571429,4.15,4.128571428571428,511.92857142857144,517.8,489.85714285714283
Maestro Pizza,Maestro Pizza,839.0,4.1,"طريق أحد، Tarot، القطيف‎, Dammam Saudi Arabia",SA,Dammam,,0x3e4a00861e089083:0xecc7094fa85dc63f,ChIJg5AIHoYASj4RP8ZdqE8Jx-w,26.5710478,50.0292015,restaurants,SAR 20–40,,1,0,0,19,0,2,0,0,0,1,20,0,0,0,0,20,4.163157894736842,4.18,4.5,963.7368421052631,921.35,269.5
Maestro Pizza,Maestro Pizza,274.0,4.0,"جلمودة، الجبيل, Dammam Saudi Arabia",SA,Dammam,,0x3e35115cdae9f167:0xdf45f3461fa1e15d,ChIJZ_Hp2lwRNT4RXeGhH0bzRd8,27.1630888,49.5434131,restaurants,SAR 20–40,,1,0,0,16,0,4,0,0,0,3,20,0,0,0,0,20,3.7875,3.855,4.125,822.75,835.0,884.0
Maestro Pizza,Maestro Pizza,936.0,4.1,"Danah Rd, Fanateer, Dammam 35814, Saudi Arabia",SA,Dammam,,0x3e350fd42ba84a55:0xf452c89b1a50c560,ChIJVUqoK9QPNT4RYMVQGpvIUvQ,27.1508001,49.5637846,restaurants,$$,,1,0,0,13,0,7,0,1,0,8,20,0,0,0,0,20,4.1,4.15,4.185714285714286,1232.5384615384614,994.6,730.7142857142857
Hardee's,Hardee's,2448.0,3.9,"76P9+CH, Prince Turkey Street, Al Khobar Al Shamalia, Al Khobar 34427, Saudi Arabia",SA,Al Khobar,,0x3e49e831fe66ad3d:0xd5c1457544adf858,ChIJPa1m_jHoST4RWPitRHVFwdU,26.2860625,50.2189375,restaurants,SAR 20–40,,1,0,0,14,0,6,0,0,0,4,19,0,0,0,0,19,4.192857142857143,4.247368421052632,4.333333333333333,5523.214285714285,4300.578947368421,935.1666666666666
Hardee's,Hardee's,2519.0,3.7,"Awwal Street, Ash Shati Al Gharbi, Dammam 32415, Saudi Arabia",SA,Dammam,,0x3e49fb967e745f11:0xad284c928a2746ff,ChIJEV90fpb7ST4R_0YnipJMKK0,26.4541836,50.1190313,restaurants,SAR 20–40,,1,0,0,14,0,5,0,0,0,6,20,0,0,0,0,20,4.192857142857143,4.2,4.2,3722.4285714285716,3025.7,1452.0
Hardee's,Hardee’s,410.0,4.1,"Firas Ibn Al Nudur St, Olaya, Al Khobar 34448, Saudi Arabia",SA,Al Khobar,,0x3e49e7d844ce7763:0x1c2653cd807f74b8,ChIJY3fORNjnST4RuHR_gM1TJhw,26.2903117,50.1805573,restaurants,SAR 20–40,,1,0,0,15,0,5,0,0,0,5,20,0,0,0,0,20,4.3,4.33,4.4,6380.866666666667,5670.6,12525.2
KFC,KFC,407.0,4.1,"Olaya, Al Khobar 34447, Saudi Arabia",SA,Al Khobar,,0x3e49e772249c6ffb:0x5ebc274bc1551b22,ChIJ-2-cJHLnST4RIhtVwUsnvF4,26.3004375,50.1735625,restaurants,SAR 20–40,,1,0,0,13,0,6,0,0,0,4,20,0,0,0,0,20,4.3,4.355,4.516666666666667,4277.923076923077,4086.3,1900.8333333333333
KFC,KFC,183.0,4.0,"6363 Dhahran Jubail Branch Rd, Al Rawdah, Dammam 32256, Saudi Arabia",SA,Dammam,,0x3e49fd5a28740093:0x99040296be954edc,ChIJkwB0KFr9ST4R3E6VvpYCBJk,26.3950165,50.078231,restaurants,SAR 20–40,,1,0,0,13,0,8,0,0,0,6,20,0,0,0,0,20,4.2615384615384615,4.285,4.3375,1423.0,1408.05,1366.5
KFC,KFC,3037.0,3.7,"Prince Turki Bin Abdul Aziz St, Al Khobar Saudi Arabia",SA,Al Khobar,,0x3e49e82e0269c5ed:0x8b775a88ead4a3fb,ChIJ7cVpAi7oST4R-6PU6ohad4s,26.2857255,50.2190001,restaurants,SAR 20–40,,1,0,0,15,0,6,0,0,0,4,20,0,0,0,0,20,4.206666666666667,4.255,4.333333333333333,5230.6,4142.25,935.1666666666666
Hardee's,Hardee's,977.0,4.0,"Safa Raaka, Al Safa, Al Khobar 34222, Saudi Arabia",SA,Al Khobar,,0x3e49e57f36005765:0x1d4ca4de0faa054f,ChIJZVcANn_lST4RTwWqD96kTB0,26.3820277,50.1782694,restaurants,SAR 20–40,,1,0,0,12,0,7,0,0,0,8,20,0,0,0,0,20,4.25,4.315,4.457142857142857,932.3333333333334,876.65,1159.0
KFC,KFC,1925.0,3.7,"Al Raka, Al Safa, Al Khobar 34222, Saudi Arabia",SA,Al Khobar,,0x3e49e57f3433c0c3:0x65083ee70bbb0045,ChIJw8AzNH_lST4RRQC7C-c-CGU,26.3821827,50.1783078,restaurants,SAR 20–40,,1,0,0,12,0,7,0,0,0,8,20,0,0,0,0,20,4.25,4.315,4.457142857142857,932.3333333333334,876.65,1159.0
KFC,KFC,1341.0,3.9,"Industrial Area, Dammam 34327, Saudi Arabia",SA,Dammam,,0x3e361e5722ad9781:0x14b1db3087ead820,ChIJgZetIlceNj4RINjqhzDbsRQ,26.2446774,49.9814928,restaurants,SAR 20–40,,1,0,0,15,0,1,0,0,0,4,19,0,0,0,0,19,4.046666666666667,4.088235294117647,5.0,262.0,232.0,2.0
Hardee's,Hardee's,1067.0,3.9,"9683+VRR, Khaled Ibn Al Walid St, Al Rakah Ash Shamaliyah, King Faisal ibn abdul azizi Street, Dammam 34224, Saudi Arabia",SA,Dammam,,0x3e49ef3f9d58a545:0x85a97fbcb734f55d,ChIJRaVYnT_vST4RXfU0t7x_qYU,26.3671875,50.2045625,restaurants,$$,,1,0,0,12,0,7,0,0,0,6,20,0,0,0,0,20,4.125,4.215,4.3,1423.1666666666667,1283.4,904.8571428571429
Hardee's,Hardee's,308.0,3.7,"Al Manar, Dammam 32273, Saudi Arabia",SA,Dammam,,0x3e49fd2b97985487:0xed496fe2148b5f8d,ChIJh1SYlyv9ST4RjV-LFOJvSe0,26.3817787,50.0559392,restaurants,SAR 20–40,,1,0,0,16,0,4,1,0,0,4,20,0,0,0,0,20,4.1375,4.165,4.325,2559.9375,2240.0,1450.25
KFC,KFC,1418.0,3.6,"Al Kathery Building, Costal Road, Khobar Saudi Arabia",SA,Khobar,,0x3e49ef3f1107723f:0x7ac022f685d74a3e,ChIJP3IHET_vST4RPkrXhfYiwHo,26.3628692,50.2060127,restaurants,SAR 20–40,,1,0,0,12,0,7,0,0,0,6,20,0,0,0,0,20,4.091666666666666,4.195,4.3,1592.0833333333333,1384.75,904.8571428571429
KFC,KFC,1985.0,3.6,"Abu Bakr Siddiq ST, Al Manar, Dammam 32273, Saudi Arabia",SA,Dammam,,0x3e49fd2b9fb7e7ed:0x1e91a80313a318ff,ChIJ7ee3nyv9ST4R_xijEwOokR4,26.3819336,50.0557308,restaurants,$$,,1,0,0,16,0,4,1,0,0,4,20,0,0,0,0,20,4.1375,4.165,4.325,2559.9375,2240.0,1450.25
KFC,KFC,1488.0,3.7,"King Abdullah Rd, Al-Thuqbah, Al Khobar 34623, Saudi Arabia",SA,Al Khobar,,0x3e49e81161d3d015:0x6389f9fd71ab57c8,ChIJFdDTYRHoST4RyFercf35iWM,26.2835882,50.1970971,restaurants,SAR 20–40,,1,0,0,19,0,0,0,0,0,1,20,0,0,0,0,20,4.221052631578948,4.225,,3878.0,3776.6,
KFC,KFC,1526.0,3.7,"Prince Nayef Bin Abdulaziz Rd, Al Athir, Dammam 32248, Saudi Arabia",SA,Dammam,,0x3e49fc51b3c24467:0xc692f9b7c2ca0a57,ChIJZ0TCs1H8ST4RVwrKwrf5ksY,26.4307802,50.0673024,restaurants,SAR 20–40,,1,0,0,14,0,4,0,0,0,7,20,0,0,1,0,20,4.121428571428572,4.085,3.925,1099.2142857142858,1207.15,478.75
Hardee's,Hardee's,332.0,3.9,"Prince Sultan Road, Al Dawhah Al Janubiyah, Dhahran 34452, Saudi Arabia",SA,Dhahran,,0x3e49e60cb40e0da7:0x5adb82807981d911,ChIJpw0OtAzmST4REdmBeYCC21o,26.3307492,50.1624031,restaurants,SAR 20–60,,1,0,0,19,0,1,0,0,0,2,20,0,0,0,0,20,4.063157894736842,4.045,3.7,1414.7368421052631,1358.7,294.0
KFC,KFC,1135.0,3.7,"20th Street, Al-Thuqbah, Dammam 32263, Saudi Arabia",SA,Dammam,,0x3e49fd1370a28477:0x58f0df72101405a9,ChIJd4SicBP9ST4RqQUUEHLf8Fg,26.3998258,50.0414157,restaurants,SAR 200+,,1,0,0,16,0,4,0,0,0,2,20,0,0,0,0,20,4.11875,4.15,4.35,3125.625,2668.1,2225.75
Hardee's,Hardee's,507.0,3.9,"C3J8+7W، طريق الامير نايف بن عبد العزيز, Al Athir, Dammam 32248, Saudi Arabia",SA,Dammam,,0x3e49fc51b10d19a5:0x9e8f9c057acff452,ChIJpRkNsVH8ST4RUvTPegWcj54,26.4307392,50.0672527,restaurants,SAR 20–40,,1,0,0,14,0,4,0,0,0,7,20,0,0,1,0,20,4.121428571428572,4.085,3.925,1099.2142857142858,1207.15,478.75
KFC,KFC,628.0,4.0,"4266 6483 13th Street, Al Yarmouk, Al Khobar 34423, Saudi Arabia",SA,Al Khobar,,0x3e49e9ed1ae63ba5:0x62defbdd82785edf,ChIJpTvmGu3pST4R3154gt373mI,26.3128277,50.2228795,restaurants,SAR 20–40,,1,0,0,13,0,11,0,0,0,11,20,0,0,0,0,20,4.2846153846153845,4.325,4.345454545454546,2713.846153846154,2857.2,3293.909090909091
KFC,KFC,1178.0,3.7,"Area 71/91, Dammam Saudi Arabia",SA,Dammam,,0x3e49e80176963fb9:0xf6728df478f5c089,ChIJuT-WdgHoST4RicD1ePSNcvY,26.2682627,50.1875538,restaurants,SAR 20–40,,1,0,0,18,0,1,0,0,0,3,20,0,0,0,0,20,3.961111111111111,3.975,4.1,2101.6666666666665,1980.55,1346.0
KFC,KFC,1371.0,3.7,"Al Hizam Al Akhdar, Al Khobar 34436, Saudi Arabia",SA,Al Khobar,,0x3e49e863afe981a5:0xfb36d85325afb4bb,ChIJpYHpr2PoST4Ru7SvJVPYNvs,26.3051758,50.1964154,restaurants,SAR 20–40,,1,0,0,12,0,6,0,0,0,8,20,0,0,0,0,20,4.183333333333333,4.24,4.3500000000000005,2286.0833333333335,2110.8,1568.0
KFC,KFC,711.0,4.0,"Prince Mohammed Bin Fahd Branch Rd, Al Shifa, Dammam 32236, Saudi Arabia",SA,Dammam,,0x3e49fb4b4de2c445:0x128f6c82bdd22753,ChIJRcTiTUv7ST4RUyfSvYJsjxI,26.4000979,50.1170614,restaurants,SAR 20–40,,1,0,0,15,0,6,0,0,0,4,20,0,1,0,0,20,3.82,3.9,4.133333333333334,648.8666666666667,670.7,694.0
Hardee's,Hardee's,720.0,3.6,"C455+RC، al imam ali ibn talib st, Al Muraikabat, Dammam 32253, Saudi Arabia",SA,Dammam,,0x3e49fb5ba988d335:0xe0c7f6a4cd9a0f9,ChIJNdOIqVv7ST4R-aDZTGp_DA4,26.4095152,50.1087154,restaurants,SAR 20–40,,1,0,0,15,0,5,1,0,0,5,20,0,0,0,0,20,4.18,4.26,4.46,2420.9333333333334,2036.4,976.2
KFC,KFC,344.0,4.1,"Mall of Dhahran Blvd, Al Dawhah Al Janubiyah, Dhahran 34457, Saudi Arabia",SA,Dhahran,,0x3e49e6317bc741e9:0x9ac6b404c3cb3d6d,ChIJ6UHHezHmST4RbT3LwwS0xpo,26.3045663,50.1699887,restaurants,SAR 20–40,,1,0,0,16,0,5,0,0,0,3,20,0,0,0,0,20,4.3375,4.34,4.34,3102.125,3304.0,3587.0
Hardee's,Hardee's,977.0,3.8,"Abu Bakr Alsiddiq St, Badr, Dammam 32263, Saudi Arabia",SA,Dammam,,0x3e49fd2b754d18d9:0x36824058b318d447,ChIJ2RhNdSv9ST4RR9QYs1hAgjY,26.3997377,50.0414733,restaurants,SAR 20–40,,1,0,0,16,0,4,0,0,0,2,20,0,0,0,0,20,4.11875,4.15,4.35,3125.625,2668.1,2225.75
KFC,KFC,925.0,3.7,"Khaleej Rd, Al-Hamra'a, Dammam 32422, Saudi Arabia",SA,Dammam,,0x3e49fc1008b52fb9:0x695d2938bada1001,ChIJuS-1CBD8ST4RARDaujgpXWk,26.4593167,50.0898416,restaurants,$$,,1,0,0,17,0,2,0,0,0,4,20,0,0,0,0,20,4.294117647058823,4.3100000000000005,4.4,3477.0,3220.95,1259.0
Hardee's,Hardee's,700.0,3.9,"tellal al doha, khobr Saudi Arabia",SA,khobr,,0x3e49e5cafcfc567d:0x7ede93ff16d3225a,ChIJfVb8_MrlST4RWiLTFv-T3n4,26.3473795,50.1439916,restaurants,SAR 20–40,,1,0,0,13,0,6,0,0,0,8,20,0,0,0,0,20,4.161538461538461,4.145,4.316666666666666,2092.3846153846152,1709.05,907.8333333333334
KFC,KFC,2548.0,3.7,"Ibn Khaldun, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fc85133999ad:0x532f92cebbe06f4c,ChIJrZk5E4X8ST4RTG_gu86SL1M,26.4226422,50.0919921,restaurants,SAR 20–40,,1,0,0,14,0,5,1,0,0,4,20,0,0,0,0,20,4.135714285714285,4.1850000000000005,4.32,1435.7142857142858,1178.4,591.8
KFC,KFC,765.0,3.9,"Naff Complex, Doha Rd, Al Dawhah Al Janubiyah, doha 34452, Saudi Arabia",SA,doha,,0x3e49e60cb42eacdb:0x106b448f6a6457e3,ChIJ26wutAzmST4R41dkao9EaxA,26.3304468,50.1627988,restaurants,SAR 20–40,,1,0,0,19,0,1,0,0,0,2,20,0,0,0,0,20,4.063157894736842,4.045,3.7,1414.7368421052631,1358.7,294.0
Hardee's,Hardee's,117.0,3.8,"853C+V6, Mall of Dhahran Blvd, Al Dawhah Al Janubiyah، Khobar SA, Dhahran 34457, Saudi Arabia",SA,Dhahran,,0x3e49e6317a4b8325:0x9d083736bfe79ff9,ChIJJYNLejHmST4R-Z_nvzY3CJ0,26.3046875,50.1705625,restaurants,SAR 20–40,,1,0,0,14,0,7,0,0,0,5,20,0,0,0,0,20,4.3,4.32,4.357142857142857,3970.0714285714284,3676.75,2777.5714285714284
KFC,KFC,1857.0,3.6,"An Nur, Dammam 32445, Saudi Arabia",SA,Dammam,,0x3e49fd8925104f93:0xc99cbdfc2ec039d7,ChIJk08QJYn9ST4R1znALvy9nMk,26.4207455,50.0231237,restaurants,SAR 20–40,,1,0,0,18,0,3,0,0,0,4,20,0,0,0,0,20,4.05,4.075,4.233333333333333,1739.0,1635.65,685.6666666666666
Hardee's,Hardee's,1089.0,3.7,"C2CF+64, An Nur, Dammam 32445, Saudi Arabia",SA,Dammam,,0x3e49fd8924801257:0x44284246031ffecd,ChIJVxKAJIn9ST4Rzf4fA0ZCKEQ,26.4205625,50.0228125,restaurants,$$,,1,0,0,18,0,3,0,0,0,4,20,0,0,0,0,20,4.05,4.075,4.233333333333333,1739.0,1635.65,685.6666666666666
KFC,KFC,1365.0,3.5,"Al Faisaliyah, Dammam 32272, Saudi Arabia",SA,Dammam,,0x3e49fce0f2ecb15b:0xcb76ddbc96f3d7cb,ChIJW7Hs8uD8ST4Ry9fzlrzddss,26.402845,50.062965,restaurants,SAR 20–40,,1,0,0,14,0,5,0,0,0,7,20,0,0,0,0,20,4.078571428571428,4.14,4.3,3423.0,2721.75,941.4
Hardee's,Hardee's,986.0,4.0,"King Fahd Road, Al Badiyah, Dammam 32243, Saudi Arabia",SA,Dammam,,0x3e49fc8513093873:0xe75faea0c692d133,ChIJczgJE4X8ST4RM9GSxqCuX-c,26.42285,50.09205,restaurants,SAR 20–40,,1,0,0,14,0,5,1,0,0,4,20,0,0,0,0,20,4.135714285714285,4.1850000000000005,4.32,1435.7142857142858,1178.4,591.8
